xllcorner,yllcorner,cellsize,nrows,ncols,band,units,scale,latitude,longitude,site,product,start,end,complete,modis_date,calendar_date,tile,proc_date,pixel,value
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001081,2001-03-22,h19v12,2015142190117,1,7886
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001097,2001-04-07,h19v12,2015142195359,1,8031
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001113,2001-04-23,h19v12,2015142195402,1,7885
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001129,2001-05-09,h19v12,2015142064542,1,7817
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001145,2001-05-25,h19v12,2015143102329,1,7931
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001161,2001-06-10,h19v12,2015143072512,1,7734
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001177,2001-06-26,h19v12,2015143095051,1,8080
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001193,2001-07-12,h19v12,2015143122507,1,7976
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001209,2001-07-28,h19v12,2015143163925,1,7976
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001225,2001-08-13,h19v12,2015144060232,1,7612
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001241,2001-08-29,h19v12,2015144061107,1,7702
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001257,2001-09-14,h19v12,2015144060421,1,7382
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001273,2001-09-30,h19v12,2015144061413,1,7274
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001289,2001-10-16,h19v12,2015146021038,1,7260
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001305,2001-11-01,h19v12,2015146023242,1,7066
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001321,2001-11-17,h19v12,2015146032053,1,6687
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001337,2001-12-03,h19v12,2015146040056,1,7315
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2001353,2001-12-19,h19v12,2018226092230,1,7338
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002001,2002-01-01,h19v12,2015146150700,1,7034
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002017,2002-01-17,h19v12,2015146122404,1,7213
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002033,2002-02-02,h19v12,2015146145433,1,7498
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002049,2002-02-18,h19v12,2015146132018,1,7123
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002065,2002-03-06,h19v12,2015147121106,1,7790
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002081,2002-03-22,h19v12,2015147123704,1,7766
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002097,2002-04-07,h19v12,2015147211904,1,7521
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002113,2002-04-23,h19v12,2015147212703,1,7945
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002129,2002-05-09,h19v12,2015147233332,1,7542
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002145,2002-05-25,h19v12,2015148102643,1,7839
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002161,2002-06-10,h19v12,2015148093840,1,8101
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002177,2002-06-26,h19v12,2015148235122,1,7094
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002193,2002-07-12,h19v12,2015149024835,1,7809
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002209,2002-07-28,h19v12,2015149183717,1,7765
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002225,2002-08-13,h19v12,2015150025437,1,7792
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002241,2002-08-29,h19v12,2015150202715,1,7330
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002257,2002-09-14,h19v12,2015151081437,1,7119
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002273,2002-09-30,h19v12,2015151081348,1,7423
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002289,2002-10-16,h19v12,2015152035752,1,7529
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002305,2002-11-01,h19v12,2015152040113,1,7164
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002321,2002-11-17,h19v12,2015152183917,1,6591
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002337,2002-12-03,h19v12,2015153053237,1,6681
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2002353,2002-12-19,h19v12,2018226091801,1,6897
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2003001,2003-01-01,h19v12,2015153201024,1,6710
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2003017,2003-01-17,h19v12,2015154060531,1,6788
1884292.85,-3823719.85,231.656358264,1,1,250m_16_days_NDVI,NDVI ratio - No units,0.0001,-34.386014,20.534986,invasion,MOD13Q1,2000-01-01,2021-12-31,TRUE,A2003033,2003-02-02,h19v12,2015156053156,1,6961
